from,to,
6000,6061,
6000,6033,
6000,6035,
53000,53055,
53000,53021,
53000,53069,
53000,53061,
53000,53015,
53000,53071,
53000,53075,
53000,53077,
53000,53013,
53000,53059,
53000,53033,
53000,53039,
53000,53043,
53000,53041,
53000,53063,
53000,53049,
53000,53003,
53000,53047,
53000,53051,
53000,53045,
53000,53009,
53000,53017,
53000,53023,
53000,53029,
53000,53067,
53000,53057,
53000,53053,
53000,53037,
53000,53027,
53000,53007,
53000,53025,
53000,53019,
53000,53001,
53000,53011,
53000,53005,
53000,53065,
53000,53035,
53000,53073,
53000,53031,
55000,55137,
55000,55027,
55000,55053,
55000,55069,
55000,55011,
55000,55099,
55000,55115,
55000,55093,
55000,55091,
55000,55061,
55000,55029,
55000,55019,
55000,55109,
55000,55065,
55000,55081,
55000,55078,
55000,55003,
55000,55117,
55000,55083,
55000,55063,
55000,55057,
55000,55017,
55000,55001,
55000,55075,
55000,55045,
55000,55005,
55000,55107,
55000,55049,
55000,55079,
55000,55023,
55000,55095,
55000,55031,
55000,55101,
55000,55087,
55000,55055,
55000,55025,
55000,55111,
55000,55097,
55000,55077,
55000,55047,
55000,55033,
55000,55123,
55000,55121,
55000,55131,
55000,55125,
55000,55071,
55000,55009,
55000,55037,
55000,55085,
55000,55035,
55000,55133,
55000,55119,
55000,55007,
55000,55043,
55000,55103,
55000,55113,
55000,55067,
55000,55051,
55000,55013,
55000,55139,
55000,55135,
55000,55089,
55000,55041,
55000,55039,
55000,55105,
55000,55073,
55000,55127,
55000,55059,
55000,55021,
55000,55015,
55000,55141,
55000,55129,
50000,50019,
50000,50009,
50000,50003,
50000,50013,
50000,50027,
50000,50023,
50000,50015,
50000,50001,
50000,50007,
50000,50025,
50000,50005,
50000,50011,
50000,50017,
50000,50021,
20000,20123,
20000,20117,
20000,20099,
20000,20063,
20000,20179,
20000,20143,
20000,20183,
20000,20081,
20000,20111,
20000,20075,
20000,20073,
20000,20045,
20000,20039,
20000,20037,
20000,20001,
20000,20191,
20000,20187,
20000,20119,
20000,20089,
20000,20105,
20000,20053,
20000,20013,
20000,20003,
20000,20209,
20000,20121,
20000,20043,
20000,20065,
20000,20107,
20000,20101,
20000,20007,
20000,20047,
20000,20189,
20000,20021,
20000,20167,
20000,20015,
20000,20145,
20000,20115,
20000,20097,
20000,20067,
20000,20091,
20000,20027,
20000,20207,
20000,20181,
20000,20137,
20000,20133,
20000,20127,
20000,20199,
20000,20085,
20000,20017,
20000,20161,
20000,20031,
20000,20135,
20000,20125,
20000,20069,
20000,20203,
20000,20175,
20000,20171,
20000,20141,
20000,20095,
20000,20195,
20000,20193,
20000,20157,
20000,20131,
20000,20055,
20000,20163,
20000,20153,
20000,20103,
20000,20029,
20000,20147,
20000,20205,
20000,20185,
20000,20149,
20000,20049,
20000,20139,
20000,20173,
20000,20129,
20000,20109,
20000,20077,
20000,20057,
20000,20025,
20000,20169,
20000,20041,
20000,20011,
20000,20005,
20000,20201,
20000,20197,
20000,20151,
20000,20113,
20000,20035,
20000,20093,
20000,20023,
20000,20087,
20000,20033,
20000,20177,
20000,20159,
20000,20079,
20000,20059,
20000,20009,
20000,20083,
20000,20165,
20000,20071,
20000,20061,
20000,20051,
20000,20155,
20000,20019,
30000,30067,
30000,30027,
30000,30025,
30000,30043,
30000,30055,
30000,30007,
30000,30023,
30000,30039,
30000,30017,
30000,30079,
30000,30003,
30000,30021,
30000,30011,
30000,30075,
30000,30053,
30000,30049,
30000,30069,
30000,30001,
30000,30035,
30000,30009,
30000,30109,
30000,30089,
30000,30081,
30000,30073,
30000,30103,
30000,30005,
30000,30097,
30000,30029,
30000,30051,
30000,30033,
30000,30105,
30000,30077,
30000,30057,
30000,30031,
30000,30047,
30000,30095,
30000,30085,
30000,30063,
30000,30101,
30000,30019,
30000,30107,
30000,30045,
30000,30093,
30000,30083,
30000,30071,
30000,30065,
30000,30013,
30000,30099,
30000,30015,
30000,30087,
30000,30037,
30000,30111,
30000,30059,
30000,30091,
30000,30041,
30000,30061,
17000,17043,
17000,17167,
17000,17157,
17000,17117,
17000,17081,
17000,17003,
17000,17143,
17000,17129,
17000,17041,
17000,17063,
17000,17011,
17000,17145,
17000,17187,
17000,17141,
17000,17099,
17000,17075,
17000,17067,
17000,17037,
17000,17127,
17000,17103,
17000,17095,
17000,17183,
17000,17083,
17000,17007,
17000,17133,
17000,17171,
17000,17155,
17000,17151,
17000,17119,
17000,17199,
17000,17195,
17000,17125,
17000,17005,
17000,17137,
17000,17113,
17000,17107,
17000,17111,
17000,17109,
17000,17077,
17000,17027,
17000,17013,
17000,17009,
17000,17191,
17000,17189,
17000,17185,
17000,17135,
17000,17091,
17000,17065,
17000,17057,
17000,17035,
17000,17015,
17000,17203,
17000,17153,
17000,17147,
17000,17087,
17000,17161,
17000,17023,
17000,17097,
17000,17093,
17000,17017,
17000,17025,
17000,17201,
17000,17173,
17000,17175,
17000,17105,
17000,17061,
17000,17059,
17000,17031,
17000,17029,
17000,17021,
17000,17181,
17000,17169,
17000,17079,
17000,17177,
17000,17089,
17000,17085,
17000,17073,
17000,17139,
17000,17131,
17000,17193,
17000,17121,
17000,17049,
17000,17163,
17000,17051,
17000,17001,
17000,17197,
17000,17123,
17000,17101,
17000,17069,
17000,17045,
17000,17055,
17000,17039,
17000,17071,
17000,17053,
17000,17149,
17000,17179,
17000,17033,
17000,17159,
17000,17019,
17000,17047,
17000,17165,
17000,17115,
42000,42119,
42000,42095,
42000,42019,
42000,42133,
42000,42105,
42000,42077,
42000,42013,
42000,42109,
42000,42061,
42000,42021,
42000,42089,
42000,42073,
42000,42057,
42000,42103,
42000,42111,
42000,42107,
42000,42129,
42000,42049,
42000,42047,
42000,42005,
42000,42083,
42000,42121,
42000,42101,
42000,42067,
42000,42055,
42000,42045,
42000,42033,
42000,42085,
42000,42039,
42000,42003,
42000,42099,
42000,42007,
42000,42125,
42000,42059,
42000,42071,
42000,42027,
42000,42017,
42000,42115,
42000,42029,
42000,42009,
42000,42087,
42000,42069,
42000,42113,
42000,42075,
42000,42031,
42000,42023,
42000,42025,
42000,42117,
42000,42011,
42000,42127,
42000,42093,
42000,42053,
42000,42015,
42000,42131,
42000,42043,
42000,42065,
42000,42035,
42000,42123,
42000,42051,
42000,42001,
42000,42097,
42000,42079,
42000,42037,
42000,42091,
42000,42081,
42000,42063,
42000,42041,
13000,13081,
13000,13031,
13000,13301,
13000,13051,
13000,13293,
13000,13273,
13000,13255,
13000,13217,
13000,13103,
13000,13079,
13000,13029,
13000,13001,
13000,13259,
13000,13235,
13000,13161,
13000,13105,
13000,13189,
13000,13141,
13000,13139,
13000,13037,
13000,13321,
13000,13233,
13000,13249,
13000,13241,
13000,13119,
13000,13093,
13000,13035,
13000,13319,
13000,13225,
13000,13151,
13000,13099,
13000,13039,
13000,13277,
13000,13263,
13000,13227,
13000,13173,
13000,13067,
13000,13275,
13000,13223,
13000,13199,
13000,13145,
13000,13125,
13000,13089,
13000,13069,
13000,13021,
13000,13171,
13000,13121,
13000,13091,
13000,13045,
13000,13015,
13000,13261,
13000,13181,
13000,13175,
13000,13155,
13000,13147,
13000,13095,
13000,13071,
13000,13309,
13000,13083,
13000,13063,
13000,13315,
13000,13185,
13000,13177,
13000,13115,
13000,13101,
13000,13085,
13000,13043,
13000,13289,
13000,13245,
13000,13243,
13000,13231,
13000,13205,
13000,13187,
13000,13137,
13000,13019,
13000,13017,
13000,13237,
13000,13159,
13000,13149,
13000,13135,
13000,13025,
13000,13279,
13000,13157,
13000,13075,
13000,13053,
13000,13133,
13000,13297,
13000,13061,
13000,13013,
13000,13215,
13000,13209,
13000,13165,
13000,13295,
13000,13211,
13000,13207,
13000,13183,
13000,13143,
13000,13107,
13000,13027,
13000,13163,
13000,13087,
13000,13049,
13000,13009,
13000,13299,
13000,13251,
13000,13239,
13000,13221,
13000,13307,
13000,13303,
13000,13267,
13000,13191,
13000,13097,
13000,13047,
13000,13285,
13000,13253,
13000,13219,
13000,13195,
13000,13131,
13000,13065,
13000,13003,
13000,13269,
13000,13073,
13000,13011,
13000,13007,
13000,13311,
13000,13287,
13000,13247,
13000,13117,
13000,13023,
13000,13213,
13000,13265,
13000,13201,
13000,13113,
13000,13111,
13000,13127,
13000,13291,
13000,13257,
13000,13193,
13000,13153,
13000,13129,
13000,13057,
13000,13317,
13000,13271,
13000,13109,
13000,13179,
13000,13077,
13000,13059,
13000,13055,
13000,13005,
13000,13281,
13000,13305,
13000,13283,
13000,13229,
13000,13197,
13000,13169,
13000,13167,
13000,13123,
13000,13313,
13000,13033,
11000,11001,
5000,5103,
5000,5057,
5000,5039,
5000,5001,
5000,5139,
5000,5145,
5000,5129,
5000,5045,
5000,5133,
5000,5067,
5000,5091,
5000,5009,
5000,5037,
5000,5111,
5000,5097,
5000,5049,
5000,5041,
5000,5113,
5000,5081,
5000,5019,
5000,5123,
5000,5087,
5000,5033,
5000,5063,
5000,5141,
5000,5131,
5000,5021,
5000,5017,
5000,5053,
5000,5121,
5000,5115,
5000,5107,
5000,5059,
5000,5025,
5000,5143,
5000,5125,
5000,5119,
5000,5023,
5000,5137,
5000,5135,
5000,5061,
5000,5147,
5000,5093,
5000,5073,
5000,5075,
5000,5051,
5000,5071,
5000,5013,
5000,5109,
5000,5011,
5000,5127,
5000,5027,
5000,5047,
5000,5031,
5000,5005,
5000,5149,
5000,5105,
5000,5065,
5000,5055,
5000,5015,
5000,5117,
5000,5069,
5000,5035,
5000,5083,
5000,5007,
5000,5099,
5000,5095,
5000,5085,
5000,5079,
5000,5077,
5000,5101,
5000,5089,
5000,5043,
5000,5029,
5000,5003,
44000,44005,
44000,44007,
44000,44009,
44000,44003,
44000,44001,
51000,51620,
51000,51087,
51000,51083,
51000,51075,
51000,51720,
51000,51117,
51000,51678,
51000,51185,
51000,51159,
51000,51153,
51000,51047,
51000,51015,
51000,51690,
51000,51550,
51000,51101,
51000,51029,
51000,51143,
51000,51167,
51000,51091,
51000,51065,
51000,51005,
51000,51570,
51000,51580,
51000,51127,
51000,51031,
51000,51009,
51000,51735,
51000,51660,
51000,51790,
51000,51770,
51000,51169,
51000,51103,
51000,51013,
51000,51595,
51000,51177,
51000,51173,
51000,51035,
51000,51079,
51000,51023,
51000,51520,
51000,51105,
51000,51683,
51000,51199,
51000,51157,
51000,51139,
51000,51019,
51000,51760,
51000,51540,
51000,51163,
51000,51121,
51000,51063,
51000,51025,
51000,51003,
51000,51179,
51000,51650,
51000,51640,
51000,51175,
51000,51133,
51000,51115,
51000,51069,
51000,51037,
51000,51600,
51000,51197,
51000,51085,
51000,51610,
51000,51113,
51000,51700,
51000,51155,
51000,51149,
51000,51099,
51000,51007,
51000,51001,
51000,51041,
51000,51027,
51000,51021,
51000,51740,
51000,51171,
51000,51161,
51000,51810,
51000,51830,
51000,51710,
51000,51193,
51000,51147,
51000,51073,
51000,51057,
51000,51051,
51000,51049,
51000,51011,
51000,51145,
51000,51109,
51000,51081,
51000,51077,
51000,51053,
51000,51590,
51000,51750,
51000,51195,
51000,51183,
51000,51137,
51000,51071,
51000,51067,
51000,51775,
51000,51036,
51000,51820,
51000,51191,
51000,51181,
51000,51045,
51000,51033,
51000,51630,
51000,51165,
51000,51119,
51000,51095,
51000,51685,
51000,51510,
51000,51187,
51000,51061,
51000,51059,
51000,51670,
51000,51093,
51000,51107,
51000,51097,
51000,51840,
51000,51125,
51000,51680,
51000,51530,
51000,51141,
51000,51131,
51000,51111,
51000,51043,
51000,51730,
51000,51800,
51000,51135,
51000,51089,
51000,51017,
46000,46029,
46000,46085,
46000,46049,
46000,46027,
46000,46045,
46000,46065,
46000,46129,
46000,46021,
46000,46011,
46000,46079,
46000,46075,
46000,46063,
46000,46025,
46000,46061,
46000,46037,
46000,46115,
46000,46031,
46000,46103,
46000,46093,
46000,46087,
46000,46077,
46000,46023,
46000,46003,
46000,46059,
46000,46125,
46000,46107,
46000,46073,
46000,46071,
46000,46019,
46000,46005,
46000,46135,
46000,46057,
46000,46047,
46000,46127,
46000,46043,
46000,46035,
46000,46017,
46000,46123,
46000,46083,
46000,46119,
46000,46081,
46000,46089,
46000,46137,
46000,46121,
46000,46111,
46000,46101,
46000,46067,
46000,46117,
46000,46109,
46000,46097,
46000,46091,
46000,46055,
46000,46041,
46000,46102,
46000,46095,
46000,46053,
46000,46105,
46000,46069,
46000,46033,
46000,46009,
46000,46051,
46000,46015,
46000,46007,
46000,46099,
46000,46013,
46000,46039,
25000,25023,
25000,25025,
25000,25019,
25000,25027,
25000,25011,
25000,25007,
25000,25017,
25000,25013,
25000,25001,
25000,25021,
25000,25009,
25000,25005,
25000,25015,
25000,25003,
8000,8037,
8000,8031,
8000,8014,
8000,8111,
8000,8005,
8000,8105,
8000,8125,
8000,8103,
8000,8089,
8000,8087,
8000,8061,
8000,8045,
8000,8041,
8000,8021,
8000,8073,
8000,8123,
8000,8027,
8000,8011,
8000,8001,
8000,8075,
8000,8067,
8000,8049,
8000,8065,
8000,8101,
8000,8017,
8000,8091,
8000,8043,
8000,8071,
8000,8057,
8000,8109,
8000,8015,
8000,8009,
8000,8099,
8000,8113,
8000,8093,
8000,8051,
8000,8035,
8000,8085,
8000,8081,
8000,8095,
8000,8069,
8000,8029,
8000,8007,
8000,8117,
8000,8107,
8000,8097,
8000,8003,
8000,8079,
8000,8055,
8000,8039,
8000,8023,
8000,8019,
8000,8119,
8000,8063,
8000,8013,
8000,8077,
8000,8047,
8000,8121,
8000,8115,
8000,8033,
8000,8025,
8000,8083,
8000,8059,
8000,8053,
38000,38089,
38000,38087,
38000,38069,
38000,38005,
38000,38075,
38000,38039,
38000,38031,
38000,38105,
38000,38065,
38000,38093,
38000,38081,
38000,38029,
38000,38043,
38000,38067,
38000,38015,
38000,38003,
38000,38063,
38000,38059,
38000,38035,
38000,38101,
38000,38071,
38000,38055,
38000,38079,
38000,38077,
38000,38049,
38000,38017,
38000,38099,
38000,38095,
38000,38073,
38000,38025,
38000,38033,
38000,38001,
38000,38047,
38000,38023,
38000,38011,
38000,38097,
38000,38009,
38000,38083,
38000,38085,
38000,38019,
38000,38041,
38000,38103,
38000,38057,
38000,38051,
38000,38091,
38000,38053,
38000,38021,
38000,38045,
38000,38037,
38000,38027,
38000,38013,
38000,38007,
38000,38061,
32000,32023,
32000,32005,
32000,32003,
32000,32029,
32000,32019,
32000,32009,
32000,32027,
32000,32001,
32000,32021,
32000,32011,
32000,32033,
32000,32510,
32000,32015,
32000,32007,
32000,32013,
32000,32031,
32000,32017,
19000,19197,
19000,19169,
19000,19113,
19000,19035,
19000,19011,
19000,19163,
19000,19133,
19000,19019,
19000,19181,
19000,19173,
19000,19123,
19000,19121,
19000,19049,
19000,19045,
19000,19033,
19000,19141,
19000,19117,
19000,19047,
19000,19193,
19000,19037,
19000,19185,
19000,19131,
19000,19109,
19000,19083,
19000,19031,
19000,19105,
19000,19079,
19000,19195,
19000,19003,
19000,19143,
19000,19093,
19000,19039,
19000,19001,
19000,19127,
19000,19069,
19000,19025,
19000,19153,
19000,19149,
19000,19073,
19000,19165,
19000,19017,
19000,19183,
19000,19151,
19000,19103,
19000,19091,
19000,19051,
19000,19007,
19000,19167,
19000,19147,
19000,19135,
19000,19097,
19000,19161,
19000,19067,
19000,19021,
19000,19171,
19000,19125,
19000,19107,
19000,19029,
19000,19159,
19000,19095,
19000,19041,
19000,19155,
19000,19089,
19000,19071,
19000,19015,
19000,19189,
19000,19179,
19000,19139,
19000,19081,
19000,19043,
19000,19013,
19000,19115,
19000,19099,
19000,19057,
19000,19111,
19000,19061,
19000,19053,
19000,19087,
19000,19157,
19000,19101,
19000,19023,
19000,19175,
19000,19129,
19000,19059,
19000,19187,
19000,19065,
19000,19009,
19000,19177,
19000,19145,
19000,19005,
19000,19085,
19000,19075,
19000,19063,
19000,19055,
19000,19027,
19000,19077,
19000,19191,
19000,19137,
19000,19119,
