from,to,
20000,2000057300,
20000,2000039400,
20000,2000061825,
20000,2000063425,
20000,2000033525,
20000,2000053225,
20000,2000052275,
20000,2000063750,
20000,2000033200,
20000,2000031850,
20000,2000013425,
20000,2000009700,
20000,2000009350,
20000,2000014600,
20000,2000003025,
20000,2000019600,
20000,2000031475,
20000,2000028900,
20000,2000006175,
20000,2000027200,
20000,2000071950,
20000,2000041375,
20000,2000057000,
20000,2000045275,
20000,2000050750,
20000,2000050450,
20000,2000038800,
20000,2000058250,
20000,2000049425,
20000,2000065600,
20000,2000053850,
20000,2000032575,
20000,2000012675,
20000,2000009800,
20000,2000004225,
20000,2000004250,
20000,2000005500,
20000,2000018600,
20000,2000029700,
20000,2000042800,
20000,2000045500,
20000,2000039125,
20000,2000063325,
20000,2000038900,
20000,2000042875,
20000,2000044225,
20000,2000042925,
20000,2000049825,
20000,2000061275,
20000,2000032850,
20000,2000033150,
20000,2000014200,
20000,2000002375,
20000,2000004400,
20000,2000011450,
20000,2000005775,
20000,2000009450,
20000,2000030475,
20000,2000024725,
20000,2000077550,
20000,2000074525,
20000,2000062200,
20000,2000070250,
20000,2000044150,
20000,2000054675,
20000,2000048125,
20000,2000048225,
20000,2000033575,
20000,2000037575,
20000,2000058375,
20000,2000039350,
20000,2000014900,
20000,2000013625,
20000,2000009575,
20000,2000031675,
20000,2000013275,
20000,2000003150,
20000,2000018325,
20000,2000025050,
20000,2000022025,
20000,2000024275,
20000,2000071000,
20000,2000064325,
20000,2000053325,
20000,2000047150,
20000,2000045050,
20000,2000039450,
20000,2000049875,
20000,2000038650,
20000,2000031100,
20000,2000000950,
20000,2000010600,
20000,2000015200,
20000,2000015400,
20000,2000017625,
20000,2000020000,
20000,2000015100,
20000,2000025750,
20000,2000030175,
20000,2000080925,
20000,2000074950,
20000,2000078100,
20000,2000036000,
20000,2000043700,
20000,2000038325,
20000,2000033350,
20000,2000037075,
20000,2000035450,
20000,2000030725,
20000,2000029250,
20000,2000029675,
20000,2000004450,
20000,2000009225,
20000,2000025150,
20000,2000012775,
20000,2000018950,
20000,2000021275,
20000,2000081025,
20000,2000079250,
20000,2000063800,
20000,2000047075,
20000,2000043900,
20000,2000042825,
20000,2000020350,
20000,2000007825,
20000,2000023600,
20000,2000025100,
20000,2000026375,
20000,2000074025,
20000,2000067175,
20000,2000070300,
20000,2000072525,
20000,2000049075,
20000,2000051825,
20000,2000052750,
20000,2000038400,
20000,2000037275,
20000,2000045325,
20000,2000052525,
20000,2000064500,
20000,2000037325,
20000,2000039075,
20000,2000022700,
20000,2000009525,
20000,2000017525,
20000,2000014475,
20000,2000000550,
20000,2000017750,
20000,2000025975,
20000,2000014650,
20000,2000077525,
20000,2000068650,
20000,2000062500,
20000,2000073300,
20000,2000066650,
20000,2000039225,
20000,2000064100,
20000,2000035475,
20000,2000059125,
20000,2000043850,
20000,2000048450,
20000,2000057575,
20000,2000058500,
20000,2000062700,
20000,2000061600,
20000,2000060325,
20000,2000033075,
20000,2000011325,
20000,2000003900,
20000,2000008675,
20000,2000008475,
20000,2000003425,
20000,2000001975,
20000,2000014275,
20000,2000001425,
20000,2000003600,
20000,2000017150,
20000,2000031125,
20000,2000021100,
20000,2000025200,
20000,2000027000,
20000,2000028625,
20000,2000077850,
20000,2000074450,
20000,2000068200,
20000,2000071050,
20000,2000049325,
20000,2000048600,
20000,2000041325,
20000,2000048825,
20000,2000049100,
20000,2000045750,
20000,2000052200,
20000,2000055100,
20000,2000034300,
20000,2000049150,
20000,2000053550,
20000,2000031150,
20000,2000024175,
20000,2000019125,
20000,2000001575,
20000,2000027125,
20000,2000006075,
20000,2000007650,
20000,2000015475,
20000,2000066750,
20000,2000066275,
20000,2000038775,
20000,2000035750,
20000,2000040250,
20000,2000037500,
20000,2000052875,
20000,2000049650,
20000,2000056450,
20000,2000051525,
20000,2000057650,
20000,2000009150,
20000,2000006000,
20000,2000021800,
20000,2000018250,
20000,2000029925,
20000,2000067775,
20000,2000077700,
20000,2000067250,
20000,2000064375,
20000,2000055525,
20000,2000058525,
20000,2000054875,
20000,2000041300,
20000,2000065650,
20000,2000052900,
20000,2000014950,
20000,2000028412,
20000,2000008575,
20000,2000006125,
20000,2000007600,
20000,2000024575,
20000,2000026300,
20000,2000012825,
20000,2000075200,
20000,2000067625,
20000,2000068025,
20000,2000079425,
20000,2000044550,
20000,2000053725,
20000,2000034550,
20000,2000039150,
20000,2000047225,
20000,2000061775,
20000,2000053925,
20000,2000013375,
20000,2000011175,
20000,2000009675,
20000,2000028800,
20000,2000004775,
20000,2000006275,
20000,2000012550,
20000,2000031600,
20000,2000015925,
20000,2000076000,
20000,2000057850,
20000,2000052000,
20000,2000043250,
20000,2000043750,
20000,2000045150,
20000,2000045950,
20000,2000050925,
20000,2000052575,
20000,2000043950,
20000,2000052825,
20000,2000058600,
20000,2000014525,
20000,2000009400,
20000,2000018400,
20000,2000016025,
20000,2000021600,
20000,2000026775,
20000,2000080450,
20000,2000079400,
20000,2000073250,
20000,2000075325,
20000,2000068775,
20000,2000044050,
20000,2000047425,
20000,2000033425,
20000,2000034975,
20000,2000033875,
20000,2000039725,
20000,2000012650,
20000,2000014700,
20000,2000010925,
20000,2000008425,
20000,2000026725,
20000,2000023825,
20000,2000029400,
20000,2000029875,
20000,2000069525,
20000,2000066100,
20000,2000035600,
20000,2000046500,
20000,2000047875,
20000,2000048300,
20000,2000051500,
20000,2000057700,
20000,2000054450,
20000,2000063200,
20000,2000009250,
20000,2000000325,
20000,2000012425,
20000,2000007975,
20000,2000075825,
20000,2000074625,
20000,2000080350,
20000,2000071125,
20000,2000062400,
20000,2000056725,
20000,2000048750,
20000,2000056100,
20000,2000044300,
20000,2000035975,
20000,2000054950,
20000,2000046000,
20000,2000060900,
20000,2000037725,
20000,2000058550,
20000,2000054325,
20000,2000048800,
20000,2000032275,
20000,2000015075,
20000,2000011425,
20000,2000009200,
20000,2000001050,
20000,2000016675,
20000,2000026325,
20000,2000079800,
20000,2000078050,
20000,2000076250,
20000,2000079650,
20000,2000048275,
20000,2000054400,
20000,2000055675,
20000,2000032650,
20000,2000032550,
20000,2000030775,
20000,2000012950,
20000,2000002675,
20000,2000015900,
20000,2000002325,
20000,2000026750,
20000,2000021425,
20000,2000019900,
20000,2000001800,
20000,2000020250,
20000,2000074575,
20000,2000069850,
20000,2000065925,
20000,2000043725,
20000,2000043350,
20000,2000057725,
20000,2000033625,
20000,2000039000,
20000,2000043525,
20000,2000051700,
20000,2000057100,
20000,2000044500,
20000,2000064025,
20000,2000042100,
20000,2000009900,
20000,2000025925,
20000,2000030825,
20000,2000019825,
20000,2000006825,
20000,2000012925,
20000,2000017600,
20000,2000028425,
20000,2000062275,
20000,2000062175,
20000,2000054560,
20000,2000049025,
20000,2000033375,
20000,2000051600,
20000,2000010675,
20000,2000021400,
20000,2000002175,
20000,2000005925,
20000,2000015325,
20000,2000026875,
20000,2000027425,
20000,2000070675,
20000,2000069800,
20000,2000041475,
20000,2000063275,
20000,2000054125,
20000,2000033450,
20000,2000039500,
20000,2000036550,
20000,2000039650,
20000,2000053525,
20000,2000032175,
20000,2000001350,
20000,2000007775,
20000,2000003050,
20000,2000022425,
20000,2000009000,
20000,2000029600,
20000,2000010375,
20000,2000020075,
20000,2000076050,
20000,2000074750,
20000,2000077825,
20000,2000069275,
20000,2000036225,
20000,2000063650,
20000,2000041465,
20000,2000049400,
20000,2000053775,
20000,2000061875,
20000,2000041425,
20000,2000026000,
20000,2000025325,
20000,2000016775,
20000,2000010475,
20000,2000020450,
20000,2000018050,
20000,2000020300,
20000,2000080075,
20000,2000079950,
20000,2000077250,
20000,2000076475,
20000,2000046950,
20000,2000044750,
20000,2000036875,
20000,2000039550,
20000,2000033250,
20000,2000050300,
20000,2000044250,
20000,2000033400,
20000,2000050525,
20000,2000058475,
20000,2000054700,
20000,2000030700,
20000,2000001600,
20000,2000001625,
20000,2000032825,
20000,2000003250,
20000,2000021650,
20000,2000028675,
20000,2000071975,
20000,2000077150,
20000,2000072650,
20000,2000035950,
20000,2000046525,
20000,2000059875,
20000,2000058450,
20000,2000058100,
20000,2000040400,
20000,2000026500,
20000,2000000100,
20000,2000016625,
20000,2000001275,
20000,2000026050,
20000,2000010125,
20000,2000024850,
20000,2000016150,
20000,2000018500,
20000,2000023725,
20000,2000024925,
20000,2000028350,
20000,2000026200,
20000,2000079300,
20000,2000067125,
20000,2000076350,
20000,2000063950,
20000,2000059200,
20000,2000041575,
20000,2000061400,
20000,2000042650,
20000,2000037375,
20000,2000061250,
20000,2000066175,
20000,2000049950,
20000,2000057675,
20000,2000031375,
20000,2000024000,
20000,2000000125,
20000,2000003300,
20000,2000017000,
20000,2000028850,
20000,2000017800,
20000,2000019300,
20000,2000020675,
20000,2000024550,
20000,2000026075,
20000,2000050150,
20000,2000052700,
20000,2000036950,
20000,2000039475,
20000,2000046450,
20000,2000049350,
20000,2000034625,
20000,2000063150,
20000,2000009275,
20000,2000016975,
20000,2000016700,
20000,2000080700,
20000,2000079000,
20000,2000068950,
20000,2000070000,
20000,2000073525,
20000,2000071800,
20000,2000038700,
20000,2000037975,
20000,2000055225,
20000,2000063600,
20000,2000059000,
20000,2000054500,
20000,2000002300,
20000,2000000825,
20000,2000000475,
20000,2000021500,
20000,2000019050,
20000,2000004625,
20000,2000020875,
20000,2000025425,
20000,2000076625,
20000,2000068350,
20000,2000070357,
20000,2000070625,
20000,2000073950,
20000,2000044200,
20000,2000042600,
20000,2000042425,
20000,2000051225,
20000,2000047350,
20000,2000052800,
20000,2000054200,
20000,2000056025,
20000,2000056150,
20000,2000062025,
20000,2000030575,
20000,2000020125,
20000,2000079850,
20000,2000075950,
20000,2000079550,
20000,2000077500,
48000,4800049320,
48000,4800059066,
48000,4800049356,
48000,4800043996,
48000,4800040516,
48000,4800056276,
48000,4800054444,
48000,4800003588,
48000,4800026808,
48000,4800014260,
48000,4800018464,
48000,4800030416,
48000,4800030512,
48000,4800011128,
48000,4800033608,
48000,4800022516,
48000,4800017768,
48000,4800021844,
48000,4800024348,
48000,4800027288,
48000,4800027696,
48000,4800029840,
48000,4800017336,
48000,4800079816,
48000,4800071948,
48000,4800073964,
48000,4800068504,
48000,4800066764,
48000,4800047460,
48000,4800037252,
48000,4800048096,
48000,4800047330,
48000,4800060356,
48000,4800054048,
48000,4800035254,
48000,4800052356,
48000,4800037648,
48000,4800060836,
48000,4800044260,
48000,4800038248,
48000,4800037000,
48000,4800039904,
48000,4800039928,
48000,4800039844,
48000,4800057524,
48000,4800048372,
48000,4800063572,
48000,4800050400,
48000,4800062564,
48000,4800059696,
48000,4800039292,
48000,4800039148,
48000,4800019528,
48000,4800011212,
48000,4800009328,
48000,4800015364,
48000,4800003342,
48000,4800025548,
48000,4800030476,
48000,4800011464,
48000,4800034532,
48000,4800010087,
48000,4800007192,
48000,4800021436,
48000,4800010636,
48000,4800011080,
48000,4800031592,
48000,4800020020,
48000,4800020152,
48000,4800022612,
48000,4800022720,
48000,4800019432,
48000,4800029000,
48000,4800017000,
48000,4800071228,
48000,4800070052,
48000,4800072464,
48000,4800072800,
48000,4800048768,
48000,4800046668,
48000,4800043024,
48000,4800049380,
48000,4800047796,
48000,4800057056,
48000,4800054912,
48000,4800042016,
48000,4800042568,
48000,4800056996,
48000,4800040744,
48000,4800051588,
48000,4800055056,
48000,4800057968,
48000,4800059748,
48000,4800065648,
48000,4800009160,
48000,4800015196,
48000,4800020344,
48000,4800031064,
48000,4800022660,
48000,4800019984,
48000,4800020848,
48000,4800008128,
48000,4800023164,
48000,4800016696,
48000,4800077416,
48000,4800079876,
48000,4800070376,
48000,4800069830,
48000,4800073710,
48000,4800059396,
48000,4800042400,
48000,4800065726,
48000,4800040108,
48000,4800050376,
48000,4800048516,
48000,4800037072,
48000,4800050200,
48000,4800040204,
48000,4800058586,
48000,4800065036,
48000,4800065408,
48000,4800033068,
48000,4800016252,
48000,4800024036,
48000,4800014776,
48000,4800006200,
48000,4800019900,
48000,4800033284,
48000,4800010780,
48000,4800019972,
48000,4800003216,
48000,4800080212,
48000,4800077896,
48000,4800077020,
48000,4800076096,
48000,4800064184,
48000,4800076000,
48000,4800072476,
48000,4800048804,
48000,4800045672,
48000,4800035636,
48000,4800065690,
48000,4800039352,
48000,4800051396,
48000,4800053304,
48000,4800050076,
48000,4800044176,
48000,4800037924,
48000,4800049860,
48000,4800051840,
48000,4800051984,
48000,4800054804,
48000,4800047616,
48000,4800068828,
48000,4800059636,
48000,4800040696,
48000,4800038800,
48000,4800063008,
48000,4800063020,
48000,4800064088,
48000,4800016120,
48000,4800010216,
48000,4800004516,
48000,4800011692,
48000,4800030440,
48000,4800022984,
48000,4800032984,
48000,4800031628,
48000,4800016624,
48000,4800003696,
48000,4800017564,
48000,4800017816,
48000,4800018476,
48000,4800019000,
48000,4800005264,
48000,4800010072,
48000,4800030044,
48000,4800030920,
48000,4800079624,
48000,4800079612,
48000,4800080188,
48000,4800077332,
48000,4800075428,
48000,4800068036,
48000,4800066884,
48000,4800050100,
48000,4800057176,
48000,4800052668,
48000,4800066416,
48000,4800054012,
48000,4800050256,
48000,4800054192,
48000,4800047088,
48000,4800063476,
48000,4800060188,
48000,4800041056,
48000,4800061196,
48000,4800063584,
48000,4800066428,
48000,4800001852,
48000,4800032906,
48000,4800022864,
48000,4800020716,
48000,4800003768,
48000,4800014620,
48000,4800001600,
48000,4800021484,
48000,4800008596,
48000,4800011644,
48000,4800015700,
48000,4800012736,
48000,4800017024,
48000,4800019084,
48000,4800021904,
48000,4800019624,
48000,4800012916,
48000,4800026640,
48000,4800027876,
48000,4800029408,
48000,4800079408,
48000,4800072740,
48000,4800075476,
48000,4800045804,
48000,4800045384,
48000,4800058532,
48000,4800057200,
48000,4800058040,
48000,4800066908,
48000,4800063284,
48000,4800042868,
48000,4800047268,
48000,4800054528,
48000,4800056485,
48000,4800046260,
48000,4800065024,
48000,4800062600,
48000,4800040276,
48000,4800058280,
48000,4800045012,
48000,4800037420,
48000,4800051036,
48000,4800060164,
48000,4800053232,
48000,4800055080,
48000,4800065000,
48000,4800047832,
48000,4800033548,
48000,4800004600,
48000,4800005384,
48000,4800026160,
48000,4800007396,
48000,4800001000,
48000,4800020092,
48000,4800025068,
48000,4800012388,
48000,4800027648,
48000,4800079036,
48000,4800076576,
48000,4800076024,
48000,4800073328,
48000,4800070232,
48000,4800064220,
48000,4800069140,
48000,4800054132,
48000,4800046620,
48000,4800053160,
48000,4800044308,
48000,4800043888,
48000,4800040450,
48000,4800041848,
48000,4800046056,
48000,4800040472,
48000,4800045324,
48000,4800048408,
48000,4800039916,
48000,4800042148,
48000,4800039952,
48000,4800042388,
48000,4800060672,
48000,4800050820,
48000,4800062636,
48000,4800058448,
48000,4800062672,
48000,4800050448,
48000,4800024000,
48000,4800015916,
48000,4800032840,
48000,4800017060,
48000,4800016192,
48000,4800009640,
48000,4800008860,
48000,4800005288,
48000,4800021628,
48000,4800007864,
48000,4800002272,
48000,4800013024,
48000,4800031715,
48000,4800005768,
48000,4800007852,
48000,4800005708,
48000,4800027420,
48000,4800080440,
48000,4800078136,
48000,4800071156,
48000,4800080044,
48000,4800069560,
48000,4800076948,
48000,4800074408,
48000,4800074756,
48000,4800067496,
48000,4800037468,
48000,4800049728,
48000,4800035000,
48000,4800040588,
48000,4800039520,
48000,4800045780,
48000,4800053436,
48000,4800041872,
48000,4800036008,
48000,4800053115,
48000,4800069120,
48000,4800050808,
48000,4800043684,
48000,4800036140,
48000,4800054636,
48000,4800057800,
48000,4800035492,
48000,4800062612,
48000,4800063404,
48000,4800065344,
48000,4800066008,
48000,4800031280,
48000,4800011155,
48000,4800016036,
48000,4800007432,
48000,4800034508,
48000,4800008398,
48000,4800017960,
48000,4800018092,
48000,4800014584,
48000,4800022744,
48000,4800026268,
48000,4800020428,
48000,4800031340,
48000,4800071540,
48000,4800070808,
48000,4800078388,
48000,4800075236,
48000,4800077956,
48000,4800072176,
48000,4800073316,
48000,4800038992,
48000,4800047892,
48000,4800046584,
48000,4800056156,
48000,4800041800,
48000,4800068708,
48000,4800042532,
48000,4800041212,
48000,4800054726,
48000,4800051372,
48000,4800050628,
48000,4800056640,
48000,4800049128,
48000,4800054744,
48000,4800035228,
48000,4800054432,
48000,4800040168,
48000,4800055020,
48000,4800030632,
48000,4800011836,
48000,4800010960,
48000,4800007300,
48000,4800028080,
48000,4800007108,
48000,4800023140,
48000,4800024768,
48000,4800026544,
48000,4800016552,
48000,4800034832,
48000,4800006128,
48000,4800029348,
48000,4800079919,
48000,4800079492,
48000,4800070076,
48000,4800072188,
48000,4800072788,
48000,4800073112,
48000,4800074240,
48000,4800069272,
48000,4800059996,
48000,4800062504,
48000,4800069020,
48000,4800058088,
48000,4800046440,
48000,4800051168,
48000,4800046752,
48000,4800039040,
48000,4800042844,
48000,4800047700,
48000,4800051756,
48000,4800067964,
48000,4800041464,
48000,4800039680,
48000,4800053824,
48000,4800054168,
48000,4800054684,
48000,4800059984,
48000,4800063848,
48000,4800062252,
48000,4800042028,
48000,4800042664,
48000,4800034736,
48000,4800033848,
48000,4800017429,
48000,4800032156,
48000,4800026232,
48000,4800010384,
48000,4800029432,
48000,4800016636,
48000,4800017216,
48000,4800017744,
48000,4800025368,
48000,4800029108,
48000,4800030272,
48000,4800079972,
48000,4800077740,
48000,4800070868,
48000,4800074492,
48000,4800073224,
48000,4800072776,
48000,4800042508,
48000,4800048648,
48000,4800043012,
48000,4800037684,
48000,4800049200,
48000,4800064004,
48000,4800058940,
48000,4800062240,
48000,4800066464,
48000,4800039124,
48000,4800032810,
48000,4800027300,
48000,4800012496,
48000,4800013552,
48000,4800010912,
48000,4800007156,
48000,4800006242,
48000,4800016216,
48000,4800005084,
48000,4800031964,
48000,4800008104,
48000,4800008788,
48000,4800019288,
48000,4800024168,
48000,4800029336,
48000,4800030752,
48000,4800031820,
48000,4800079948,
48000,4800079696,
48000,4800077788,
48000,4800079768,
48000,4800071924,
48000,4800072080,
48000,4800074048,
48000,4800067688,
48000,4800048720,
48000,4800061700,
48000,4800066332,
48000,4800037084,
48000,4800065516,
48000,4800062870,
48000,4800041788,
48000,4800063668,
48000,4800059168,
48000,4800062924,
48000,4800037216,
48000,4800051720,
48000,4800053130,
48000,4800054075,
48000,4800059012,
48000,4800037780,
48000,4800061796,
48000,4800065612,
48000,4800056696,
48000,4800058904,
48000,4800062384,
48000,4800063200,
48000,4800065066,
48000,4800034676,
48000,4800003000,
48000,4800014404,
48000,4800013900,
48000,4800012040,
48000,4800027684,
48000,4800015436,
48000,4800010252,
48000,4800001648,
48000,4800003432,
48000,4800017917,
48000,4800004672,
48000,4800005168,
48000,4800026136,
48000,4800010090,
48000,4800031616,
48000,4800021424,
48000,4800027348,
48000,4800014680,
48000,4800025488,
48000,4800028068,
48000,4800076816,
48000,4800071708,
48000,4800071384,
48000,4800070208,
48000,4800069800,
48000,4800072368,
48000,4800072824,
48000,4800073352,
48000,4800067832,
48000,4800067640,
48000,4800047760,
48000,4800049272,
48000,4800044128,
48000,4800035984,
48000,4800040804,
48000,4800045288,
48000,4800037528,
48000,4800036128,
48000,4800035480,
48000,4800057044,
48000,4800039700,
48000,4800060668,
48000,4800050040,
48000,4800050760,
48000,4800058892,
48000,4800059132,
48000,4800065384,
48000,4800062138,
48000,4800037168,
48000,4800063272,
48000,4800063380,
48000,4800064112,
48000,4800034700,
48000,4800033320,
48000,4800015472,
48000,4800026604,
48000,4800016168,
48000,4800011716,
48000,4800003360,
48000,4800018524,
48000,4800007408,
48000,4800013312,
48000,4800016432,
48000,4800016468,
48000,4800025392,
48000,4800019435,
48000,4800024912,
48000,4800034220,
48000,4800027000,
48000,4800030392,
48000,4800009868,
48000,4800078544,
48000,4800078436,
48000,4800075308,
48000,4800073580,
48000,4800073592,
48000,4800043066,
48000,4800047496,
48000,4800038632,
48000,4800059336,
48000,4800038116,
48000,4800041764,
48000,4800038068,
48000,4800050916,
48000,4800051792,
48000,4800060632,
48000,4800062804,
48000,4800033188,
48000,4800032972,
48000,4800015892,
48000,4800014716,
48000,4800007636,
48000,4800013198,
48000,4800019792,
48000,4800022588,
48000,4800027888,
48000,4800034088,
48000,4800003264,
48000,4800017200,
48000,4800005864,
48000,4800003564,
48000,4800001108,
48000,4800002212,
48000,4800021928,
48000,4800030188,
48000,4800011300,
48000,4800008536,
48000,4800030380,
48000,4800077380,
48000,4800076924,
48000,4800076672,
48000,4800074648,
48000,4800077620,
48000,4800074924,
48000,4800056348,
48000,4800047820,
48000,4800046848,
48000,4800044170,
48000,4800046692,
48000,4800058016,
48000,4800048180,
48000,4800035576,
48000,4800055152,
48000,4800064472,
48000,4800054798,
48000,4800065360,
48000,4800068636,
48000,4800011224,
48000,4800026328,
48000,4800015544,
48000,4800012412,
48000,4800020140,
48000,4800015820,
48000,4800002260,
48000,4800001324,
48000,4800015172,
48000,4800017372,
48000,4800018128,
48000,4800019420,
48000,4800029036,
48000,4800033020,
48000,4800013672,
48000,4800028248,
48000,4800022552,
48000,4800024864,
48000,4800031928,
48000,4800031952,
48000,4800074588,
48000,4800069548,
48000,4800074732,
48000,4800080176,
48000,4800077044,
48000,4800050920,
48000,4800045120,
48000,4800048858,
48000,4800045996,
48000,4800039868,
48000,4800041644,
48000,4800049932,
48000,4800056108,
48000,4800057980,
48000,4800033794,
48000,4800010708,
48000,4800015004,
48000,4800003540,
48000,4800022192,
48000,4800009556,
48000,4800027768,
48000,4800003372,
48000,4800010156,
48000,4800024216,
48000,4800018260,
48000,4800030308,
48000,4800023272,
48000,4800032372,
48000,4800031880,
48000,4800079564,
48000,4800078532,
48000,4800077272,
48000,4800073748,
48000,4800074144,
48000,4800072020,
48000,4800075032,
48000,4800070772,
48000,4800068720,
48000,4800067136,
48000,4800056516,
48000,4800047040,
